"r","f(r)","w(r)","a","f(a)","w(a)","b","f(b)","w(b)","c","f(c)","w(c)"
497668710,"2*3*5*7*11*17*19*23*29",9,12325,"5^2*17^1*29^1",3,50787,"3^5*11^1*19^1",3,63112,"2^3*7^3*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,12393,"3^6*17^1",2,80707,"11^2*23^1*29^1",3,93100,"2^2*5^2*7^2*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,12673,"19^1*23^1*29^1",3,17952,"2^5*3^1*11^1*17^1",4,30625,"5^4*7^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,12852,"2^2*3^3*7^1*17^1",4,212773,"11^1*23^1*29^2",3,225625,"5^4*19^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,12992,"2^6*7^1*29^1",3,30613,"11^3*23^1",2,43605,"3^3*5^1*17^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,13915,"5^1*11^2*23^1",3,132651,"3^3*17^3",2,146566,"2^1*7^1*19^2*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,14000,"2^4*5^3*7^1",3,92191,"11^1*17^2*29^1",3,106191,"3^5*19^1*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,14161,"7^2*17^2",2,213440,"2^6*5^1*23^1*29^1",4,227601,"3^2*11^3*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,14500,"2^2*5^3*29^1",3,40733,"7^1*11^1*23^2",3,55233,"3^2*17^1*19^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,14641,"11^4",1,64239,"3^1*7^2*19^1*23^1",4,78880,"2^5*5^1*17^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,14641,"11^4",1,159239,"17^2*19^1*29^1",3,173880,"2^3*3^3*5^1*7^1*23^1",5
497668710,"2*3*5*7*11*17*19*23*29",9,15147,"3^4*11^1*17^1",3,487403,"7^5*29^1",2,502550,"2^1*5^2*19^1*23^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,15341,"23^2*29^1",2,48195,"3^4*5^1*7^1*17^1",4,63536,"2^4*11^1*19^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,15488,"2^7*11^2",2,80937,"3^2*17^1*23^2",3,96425,"5^2*7^1*19^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,15827,"7^2*17^1*19^1",3,1042173,"3^3*11^3*29^1",3,1058000,"2^4*5^3*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,15979,"19^1*29^2",2,97020,"2^2*3^2*5^1*7^2*11^1",5,112999,"17^3*23^1",2
497668710,"2*3*5*7*11*17*19*23*29",9,15979,"19^1*29^2",2,665856,"2^8*3^2*17^2",3,681835,"5^1*7^2*11^2*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,16100,"2^2*5^2*7^1*23^1",4,130321,"19^4",1,146421,"3^3*11^1*17^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,16456,"2^3*11^2*17^1",3,28175,"5^2*7^2*23^1",3,44631,"3^4*19^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,16473,"3^1*17^2*19^1",3,807070,"2^1*5^1*11^2*23^1*29^1",5,823543,"7^7",1
497668710,"2*3*5*7*11*17*19*23*29",9,16762,"2^1*17^2*29^1",3,43263,"3^2*11^1*19^1*23^1",4,60025,"5^2*7^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,16928,"2^5*23^2",2,67375,"5^3*7^2*11^1",3,84303,"3^2*17^1*19^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,17689,"7^2*19^2",2,232551,"3^6*11^1*29^1",3,250240,"2^7*5^1*17^1*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,17765,"5^1*11^1*17^1*19^1",4,97336,"2^3*23^3",2,115101,"3^4*7^2*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,18183,"3^1*11^1*19^1*29^1",4,578000,"2^4*5^3*17^2",3,596183,"7^2*23^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,18411,"3^1*17^1*19^2",3,129605,"5^1*7^2*23^2",3,148016,"2^4*11^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,18502,"2^1*11^1*29^2",3,252875,"5^3*7^1*17^2",3,271377,"3^3*19^1*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,19159,"7^2*17^1*23^1",3,96000,"2^8*3^1*5^3",3,115159,"11^1*19^2*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,19575,"3^3*5^2*29^1",3,187264,"2^7*7^1*11^1*19^1",4,206839,"17^1*23^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,19941,"3^1*17^2*23^1",3,152000,"2^6*5^3*19^1",3,171941,"7^2*11^2*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,21413,"7^2*19^1*23^1",3,1366875,"3^7*5^4",2,1388288,"2^8*11^1*17^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,21505,"5^1*11^1*17^1*23^1",4,32319,"3^5*7^1*19^1",3,53824,"2^6*29^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,22627,"11^3*17^1",2,207575,"5^2*19^2*23^1",3,230202,"2^1*3^4*7^2*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,23276,"2^2*11^1*23^2",3,169099,"7^3*17^1*29^1",3,192375,"3^4*5^3*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,23548,"2^2*7^1*29^2",3,201875,"5^4*17^1*19^1",3,225423,"3^4*11^2*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,25143,"3^1*17^2*29^1",3,960982,"2^1*11^3*19^2",3,986125,"5^3*7^3*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,25600,"2^10*5^2",2,127281,"3^1*7^1*11^1*19^1*29^1",5,152881,"17^2*23^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,25725,"3^1*5^2*7^3",3,1121894,"2^1*23^1*29^3",3,1147619,"11^1*17^2*19^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,25921,"7^2*23^2",2,393129,"3^2*11^2*19^2",3,419050,"2^1*5^2*17^2*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,26411,"7^4*11^1",2,56695,"5^1*17^1*23^1*29^1",4,83106,"2^1*3^7*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,26588,"2^2*17^2*23^1",3,204687,"3^4*7^1*19^2",3,231275,"5^2*11^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,27200,"2^6*5^2*17^1",3,38019,"3^1*19^1*23^1*29^1",4,65219,"7^2*11^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,27455,"5^1*17^2*19^1",3,1462209,"3^1*7^5*29^1",3,1489664,"2^8*11^1*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,28125,"3^2*5^5",2,245456,"2^4*23^2*29^1",3,273581,"7^1*11^2*17^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,31671,"3^4*17^1*23^1",3,35000,"2^3*5^4*7^1",3,66671,"11^2*19^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,33275,"5^2*11^3",2,11108293,"7^1*17^4*19^1",3,11141568,"2^6*3^2*23^1*29^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,34969,"11^2*17^2",2,4972775,"5^2*19^3*29^1",3,5007744,"2^7*3^5*7^1*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,38686,"2^1*23^1*29^2",3,1452605,"5^1*7^4*11^2",3,1491291,"3^5*17^1*19^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,40432,"2^4*7^1*19^2",3,764405,"5^1*17^2*23^2",3,804837,"3^1*11^1*29^3",3
497668710,"2*3*5*7*11*17*19*23*29",9,40817,"7^4*17^1",2,326700,"2^2*3^3*5^2*11^2",4,367517,"19^1*23^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,41503,"7^3*11^2",2,631040,"2^8*5^1*17^1*29^1",4,672543,"3^4*19^2*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,41503,"7^3*11^2",2,3665625,"3^1*5^5*17^1*23^1",4,3707128,"2^3*19^1*29^3",3
497668710,"2*3*5*7*11*17*19*23*29",9,42050,"2^1*5^2*29^2",3,64141,"7^3*11^1*17^1",3,106191,"3^5*19^1*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,42483,"3^1*7^2*17^2",3,133837,"11^1*23^3",2,176320,"2^6*5^1*19^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,42959,"7^1*17^1*19^2",3,90625,"5^5*29^1",2,133584,"2^4*3^1*11^2*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,45056,"2^12*11^1",2,382375,"5^3*7^1*19^1*23^1",4,427431,"3^1*17^3*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,45125,"5^3*19^2",2,180873,"3^4*7^1*11^1*29^1",4,225998,"2^1*17^3*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,45441,"3^5*11^1*17^1",3,2628125,"5^5*29^2",2,2673566,"2^1*7^1*19^2*23^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,45619,"7^4*19^1",2,10376256,"2^6*3^1*11^1*17^3",4,10421875,"5^6*23^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,46023,"3^1*23^2*29^1",3,466412,"2^2*17^1*19^3",3,512435,"5^1*7^1*11^4",3
497668710,"2*3*5*7*11*17*19*23*29",9,46529,"7^1*17^2*23^1",3,9082800,"2^4*3^3*5^2*29^2",4,9129329,"11^3*19^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,46575,"3^4*5^2*23^1",3,53504,"2^8*11^1*19^1",3,100079,"7^1*17^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,47096,"2^3*7^1*29^2",3,206839,"17^1*23^3",2,253935,"3^5*5^1*11^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,49096,"2^3*17^1*19^2",3,179685,"3^3*5^1*11^3",3,228781,"7^3*23^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,50301,"3^7*23^1",2,2673539,"11^1*17^2*29^2",3,2723840,"2^12*5^1*7^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,50625,"3^4*5^4",2,110789,"7^3*17^1*19^1",3,161414,"2^1*11^2*23^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,52983,"3^2*7^1*29^2",3,531392,"2^6*19^2*23^1",3,584375,"5^5*11^1*17^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,53125,"5^5*17^1",2,107387,"7^1*23^2*29^1",3,160512,"2^8*3^1*11^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,53361,"3^2*7^2*11^2",3,250240,"2^7*5^1*17^1*23^1",4,303601,"19^2*29^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,54043,"11^1*17^3",2,126875,"5^4*7^1*29^1",3,180918,"2^1*3^2*19^1*23^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,56695,"5^1*17^1*23^1*29^1",4,1231713,"3^3*7^4*19^1",3,1288408,"2^3*11^5",2
497668710,"2*3*5*7*11*17*19*23*29",9,58029,"3^1*23^1*29^2",3,1538636,"2^2*11^3*17^2",3,1596665,"5^1*7^5*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,58121,"7^1*19^2*23^1",3,268279,"11^1*29^3",2,326400,"2^8*3^1*5^2*17^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,58121,"7^1*19^2*23^1",3,457504,"2^5*17^1*29^2",3,515625,"3^1*5^6*11^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,58667,"7^1*17^2*29^1",3,91333,"11^1*19^2*23^1",3,150000,"2^4*3^1*5^5",3
497668710,"2*3*5*7*11*17*19*23*29",9,59375,"5^5*19^1",2,10631313,"3^2*7^1*11^1*23^2*29^1",5,10690688,"2^7*17^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,59392,"2^11*29^1",2,1773593,"17^3*19^2",2,1832985,"3^2*5^1*7^1*11^1*23^2",5
497668710,"2*3*5*7*11*17*19*23*29",9,60214,"2^1*7^1*11^1*17^1*23^1",5,61731,"3^2*19^3",2,121945,"5^1*29^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,60401,"11^1*17^2*19^1",3,75000,"2^3*3^1*5^5",3,135401,"7^1*23^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,63075,"3^1*5^2*29^2",3,73117,"11^1*17^2*23^1",3,136192,"2^10*7^1*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,63075,"3^1*5^2*29^2",3,712448,"2^8*11^2*23^1",3,775523,"7^4*17^1*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,63423,"3^7*29^1",2,80465,"5^1*7^1*11^2*19^1",4,143888,"2^4*17^1*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,63423,"3^7*29^1",2,1859872,"2^5*7^1*19^2*23^1",4,1923295,"5^1*11^3*17^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,63536,"2^4*11^1*19^2",3,492075,"3^9*5^2",2,555611,"7^2*17^1*23^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,64009,"11^2*23^2",2,1520000,"2^7*5^4*19^1",3,1584009,"3^3*7^1*17^2*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,64768,"2^8*11^1*23^1",3,70227,"3^5*17^2",2,134995,"5^1*7^2*19^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,66671,"11^2*19^1*29^1",3,180625,"5^4*17^2",2,247296,"2^9*3^1*7^1*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,68875,"5^3*19^1*29^1",3,71001,"3^2*7^3*23^1",3,139876,"2^2*11^2*17^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,69575,"5^2*11^2*23^1",3,1253376,"2^13*3^2*17^1",3,1322951,"7^4*19^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,71875,"5^5*23^1",2,816221,"7^1*17^1*19^3",3,888096,"2^5*3^1*11^1*29^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,72128,"2^6*7^2*23^1",3,345477,"3^1*11^1*19^2*29^1",4,417605,"5^1*17^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,75449,"11^1*19^3",2,11194551,"3^3*17^1*29^3",3,11270000,"2^4*5^4*7^2*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,77824,"2^12*19^1",2,3680721,"3^9*11^1*17^1",3,3758545,"5^1*7^2*23^2*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,80784,"2^4*3^3*11^1*17^1",4,336091,"7^2*19^3",2,416875,"5^4*23^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,81634,"2^1*7^4*17^1",3,320045,"5^1*11^2*23^2",3,401679,"3^6*19^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,83521,"17^4",1,443555,"5^1*7^1*19^1*23^1*29^1",5,527076,"2^2*3^2*11^4",3
497668710,"2*3*5*7*11*17*19*23*29",9,83521,"17^4",1,1008504,"2^3*3^3*7^1*23^1*29^1",5,1092025,"5^2*11^2*19^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,84375,"3^3*5^5",2,1088153,"11^2*17^1*23^2",3,1172528,"2^4*7^1*19^2*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,85169,"7^1*23^3",2,326656,"2^10*11^1*29^1",3,411825,"3^1*5^2*17^2*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,91333,"11^1*19^2*23^1",3,112752,"2^4*3^5*29^1",3,204085,"5^1*7^4*17^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,97336,"2^3*23^3",2,175769,"11^1*19^1*29^2",3,273105,"3^3*5^1*7^1*17^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,103037,"11^1*17^1*19^1*29^1",4,170338,"2^1*7^1*23^3",3,273375,"3^7*5^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,103455,"3^2*5^1*11^2*19^1",4,134113,"7^3*17^1*23^1",3,237568,"2^13*29^1",2
497668710,"2*3*5*7*11*17*19*23*29",9,106480,"2^4*5^1*11^3",3,386019,"3^3*17^1*29^2",3,492499,"7^2*19^1*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,107163,"3^7*7^2",2,244375,"5^4*17^1*23^1",3,351538,"2^1*11^1*19^1*29^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,107916,"2^2*3^1*17^1*23^2",4,501809,"7^4*11^1*19^1",3,609725,"5^2*29^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,111853,"7^1*19^1*29^2",3,6427350,"2^1*3^5*5^2*23^2",4,6539203,"11^3*17^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,111872,"2^8*19^1*23^1",3,137025,"3^3*5^2*7^1*29^1",4,248897,"11^4*17^1",2
497668710,"2*3*5*7*11*17*19*23*29",9,113288,"2^3*7^2*17^2",3,174087,"3^2*23^1*29^2",3,287375,"5^3*11^2*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,116603,"17^1*19^3",2,187572,"2^2*3^1*7^2*11^1*29^1",5,304175,"5^2*23^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,117649,"7^6",1,1096755,"3^1*5^1*11^1*17^2*23^1",5,1214404,"2^2*19^2*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,118784,"2^12*29^1",2,586971,"3^2*7^2*11^3",3,705755,"5^1*17^1*19^2*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,128547,"3^5*23^2",2,137180,"2^2*5^1*19^3",3,265727,"7^2*11^1*17^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,133837,"11^1*23^3",2,282663,"3^3*19^2*29^1",3,416500,"2^2*5^3*7^2*17^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,134113,"7^3*17^1*23^1",3,1587762,"2^1*3^8*11^2",3,1721875,"5^5*19^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,142884,"2^2*3^6*7^2",3,302005,"5^1*11^1*17^2*19^1",4,444889,"23^2*29^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,151875,"3^5*5^4",2,265696,"2^5*19^2*23^1",3,417571,"7^1*11^2*17^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,152881,"17^2*23^2",2,46893000,"2^3*3^1*5^3*7^2*11^1*29^1",6,47045881,"19^6",1
497668710,"2*3*5*7*11*17*19*23*29",9,153425,"5^2*17^1*19^2",3,707281,"29^4",1,860706,"2^1*3^5*7^1*11^1*23^1",5
497668710,"2*3*5*7*11*17*19*23*29",9,158389,"7^1*11^3*17^1",3,2008395,"3^6*5^1*19^1*29^1",4,2166784,"2^12*23^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,159239,"17^2*19^1*29^1",3,33860761,"11^2*23^4",2,34020000,"2^5*3^5*5^4*7^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,168751,"11^1*23^2*29^1",3,2520369,"3^3*17^3*19^1",3,2689120,"2^5*5^1*7^5",3
497668710,"2*3*5*7*11*17*19*23*29",9,170723,"7^1*29^3",2,207765,"3^7*5^1*19^1",3,378488,"2^3*11^2*17^1*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,174363,"3^1*7^1*19^2*23^1",4,2193125,"5^4*11^2*29^1",3,2367488,"2^13*17^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,185625,"3^3*5^4*11^1",3,325703,"7^2*17^2*23^1",3,511328,"2^5*19^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,190969,"19^2*23^2",2,839256,"2^3*3^1*11^2*17^2",4,1030225,"5^2*7^2*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,192763,"17^2*23^1*29^1",3,741125,"5^3*7^2*11^2",3,933888,"2^14*3^1*19^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,197316,"2^2*3^5*7^1*29^1",4,1484375,"5^7*19^1",2,1681691,"11^1*17^2*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,198911,"19^3*29^1",2,1697025,"3^1*5^2*11^3*17^1",4,1895936,"2^9*7^1*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,202419,"3^5*7^2*17^1",3,5566000,"2^4*5^3*11^2*23^1",4,5768419,"19^3*29^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,207872,"2^10*7^1*29^1",3,614125,"5^3*17^3",2,821997,"3^2*11^1*19^2*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,229376,"2^15*7^1",2,5170975,"5^2*17^1*23^3",3,5400351,"3^4*11^2*19^1*29^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,230115,"3^1*5^1*23^2*29^1",4,917504,"2^17*7^1",2,1147619,"11^1*17^2*19^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,231173,"19^1*23^3",2,466480,"2^4*5^1*7^3*17^1",4,697653,"3^7*11^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,249777,"3^3*11^1*29^2",3,9911255,"5^1*17^2*19^3",3,10161032,"2^3*7^4*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,263169,"3^6*19^2",2,1917625,"5^3*23^2*29^1",3,2180794,"2^1*7^3*11^1*17^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,268279,"11^1*29^3",2,520506,"2^1*3^7*7^1*17^1",4,788785,"5^1*19^3*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,270193,"7^1*11^3*29^1",3,17288847,"3^2*17^4*23^1",3,17559040,"2^9*5^1*19^3",3
497668710,"2*3*5*7*11*17*19*23*29",9,283475,"5^2*17^1*23^1*29^1",4,1310848,"2^7*7^2*11^1*19^1",4,1594323,"3^13",1
497668710,"2*3*5*7*11*17*19*23*29",9,287776,"2^5*17^1*23^2",3,578985,"3^1*5^1*11^3*29^1",4,866761,"7^4*19^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,288463,"7^3*29^2",2,1131350,"2^1*5^2*11^3*17^1",4,1419813,"3^2*19^3*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,308655,"3^2*5^1*19^3",3,359513,"7^2*11^1*23^1*29^1",4,668168,"2^3*17^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,314755,"5^1*7^1*17^1*23^2",4,1722368,"2^11*29^2",2,2037123,"3^3*11^1*19^3",3
497668710,"2*3*5*7*11*17*19*23*29",9,331776,"2^12*3^4",2,7933849,"7^1*11^2*17^1*19^1*29^1",5,8265625,"5^6*23^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,357425,"5^2*17^1*29^2",3,698896,"2^4*11^2*19^2",3,1056321,"3^8*7^1*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,373977,"3^9*19^1",2,2228128,"2^5*7^4*29^1",3,2602105,"5^1*11^3*17^1*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,378125,"5^5*11^2",2,618976,"2^5*23^1*29^2",3,997101,"3^2*7^3*17^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,384659,"11^3*17^2",2,6960000,"2^7*3^1*5^4*29^1",4,7344659,"7^5*19^1*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,384659,"11^3*17^2",2,47412216,"2^3*3^5*29^3",3,47796875,"5^6*7^1*19^1*23^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,397822,"2^1*19^3*29^1",3,17602475,"5^2*11^3*23^2",3,18000297,"3^2*7^6*17^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,438625,"5^3*11^2*29^1",3,2104991,"7^3*17^1*19^2",3,2543616,"2^12*3^3*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,472311,"3^4*7^3*17^1",3,1155865,"5^1*19^1*23^3",3,1628176,"2^4*11^2*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,486243,"3^6*23^1*29^1",3,556325,"5^2*7^1*11^1*17^2",4,1042568,"2^3*19^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,487780,"2^2*5^1*29^3",3,22667121,"3^4*23^4",2,23154901,"7^3*11^1*17^1*19^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,516375,"3^5*5^3*17^1",3,101022601,"19^2*23^4",2,101538976,"2^5*7^3*11^1*29^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,543375,"3^3*5^3*7^1*23^1",4,707281,"29^4",1,1250656,"2^5*11^2*17^1*19^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,576081,"3^2*11^2*23^2",3,1511944,"2^3*7^3*19^1*29^1",4,2088025,"5^2*17^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,588245,"5^1*7^6",2,758727,"3^4*17^1*19^1*29^1",4,1346972,"2^2*11^4*23^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,617463,"3^6*7^1*11^2",3,889865,"5^1*17^1*19^2*29^1",4,1507328,"2^16*23^1",2
497668710,"2*3*5*7*11*17*19*23*29",9,643264,"2^6*19^1*23^2",3,38257191,"3^8*7^3*17^1",3,38900455,"5^1*11^1*29^4",3
497668710,"2*3*5*7*11*17*19*23*29",9,672543,"3^4*19^2*23^1",3,2053345,"5^1*7^2*17^2*29^1",4,2725888,"2^11*11^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,678699,"3^6*7^2*19^1",3,1014101,"11^2*17^2*29^1",3,1692800,"2^7*5^2*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,717876,"2^2*3^3*17^2*23^1",4,7891499,"7^2*11^5",2,8609375,"5^6*19^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,769824,"2^5*3^7*11^1",3,817075,"5^2*7^2*23^1*29^1",4,1586899,"17^4*19^1",2
497668710,"2*3*5*7*11*17*19*23*29",9,780448,"2^5*29^3",2,3041577,"3^3*7^2*11^2*19^1",4,3822025,"5^2*17^2*23^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,859375,"5^7*11^1",2,1926296,"2^3*19^2*23^1*29^1",4,2785671,"3^4*7^1*17^3",3
497668710,"2*3*5*7*11*17*19*23*29",9,926782,"2^1*19^1*29^3",3,6436343,"23^5",1,7363125,"3^2*5^4*7^1*11^1*17^1",5
497668710,"2*3*5*7*11*17*19*23*29",9,1030225,"5^2*7^2*29^2",3,30689199,"3^5*17^2*19^1*23^1",4,31719424,"2^18*11^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,1053405,"3^6*5^1*17^2",3,12993827,"7^1*11^2*23^2*29^1",4,14047232,"2^11*19^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,1158057,"3^4*17^1*29^2",3,4201318,"2^1*11^1*19^2*23^2",4,5359375,"5^6*7^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,1740725,"5^2*7^4*29^1",3,3843928,"2^3*11^3*19^2",3,5584653,"3^3*17^1*23^3",3
497668710,"2*3*5*7*11*17*19*23*29",9,2181872,"2^4*7^2*11^2*23^1",4,64248253,"17^1*19^4*29^1",3,66430125,"3^12*5^3",2
497668710,"2*3*5*7*11*17*19*23*29",9,2314375,"5^4*7^1*23^2",3,3964502,"2^1*17^2*19^3",3,6278877,"3^9*11^1*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,2357201,"7^1*11^4*23^1",3,4408000,"2^6*5^3*19^1*29^1",4,6765201,"3^4*17^4",2
